Unnamed: 0.1,sha256,data_type,smali_classes,malware,smali_classes_bin,dex_date,total_size
25645,3EFFCB0120CD7A0FD9510C83E835D3F5E5871BD3802B8426B6E33862CFCFA048,malware,1385,True,1000-1999,2019-01-31 11:07:18,24015482.0
3108,C8B331C1CA358D48EAB73EA2B0EBA41CF42B7FA420ACD0B8B73DF28D4D45C432,goodware,44,False,0-999,2019-10-29 11:11:46,33462285.0
31786,6E8516477E4B8D115EDDB88A2A0C5E40CD9B6105EC1A280094E5765242BC8694,malware,34635,True,34000-34999,2019-02-13 22:26:24,6649071.0
28332,D44A797D6928CF1E624A6EA7CB18BE3CC11A5F84EE339C8CBF9C584C53AE9BB1,malware,2874,True,2000-2999,2019-01-25 16:17:20,37507433.0
2982,BFA3B1448736F1D8B53EAF1A8BE624C5CDC27B05A21EC0A9D7F1492CE39385DF,goodware,748,False,0-999,2019-04-05 16:19:38,49008671.0
29599,D33829B817F0B13B81E5EA932450C6EDF31DABEDBF3C62AAE37B7EBD9F0E769A,malware,15095,True,15000-15999,2019-01-21 09:06:40,5985465.0
27550,3017664CAB77D403F07F1194ED5EAF8C2488DAF3329AE6ECC8C767F907B02877,malware,1827,True,1000-1999,2019-10-21 16:39:38,15002010.0
28874,6B79E6A80967B12FE32BEC54FE2121A1CF86F74D41C947EC6A8C32F625A5C4A3,malware,10959,True,10000-10999,2019-07-06 23:31:20,8340507.0
31283,1F2CC49463FBF06772375B465871B77E54F0F71286D121C29EAC088DF61551AA,malware,29349,True,29000-29999,2019-03-27 09:14:14,22956621.0
9501,DBFA6E7851EE2946D335A2DA668DD3421A1AAEB908B25AD2218A7ADE0D0800C1,goodware,1800,False,1000-1999,2019-02-02 03:10:04,122584816.0
31108,63B2D92D0EB8E260F39A223419AF716F5C83C43E27E2839FBD42E8EFDBFF40B0,malware,26972,True,26000-26999,2019-05-30 16:13:46,4366787.0
32170,13B6886A485825D878AFAFC821A47FBACFB945CA1084C0E1E39C705F34E01AA7,malware,40797,True,40000-40999,2019-01-09 14:43:20,13779522.0
12224,DDC13353CF4E082954D0A8ECC12F27D5B7D22EB27ECB8FA9FCF6238F0B03D006,goodware,9578,False,9000-9999,2019-04-04 22:12:40,2184632.0
11958,DD8DAD0CF25B18661A1A0D0E3027D07146B1EF56C70300813A2B42CA1D403D97,goodware,5980,False,5000-5999,2019-05-02 21:13:42,5286033.0
5934,FF8F94A85241B128F374C50256628F6EB1A428386B82F8872D7F394235AA3AA5,goodware,1716,False,1000-1999,2019-09-05 17:41:08,22908829.0
26023,38470E9B27155299D570D19561C6083AF59B26DCC4F5D975457FC37D7E7C32D0,malware,1395,True,1000-1999,2019-05-30 13:48:20,24011238.0
13893,8AB5B9DAB4007439180A5BDDF21D82EE3103281487ACD0D7C4B68B33BBF3EDC3,goodware,23566,False,23000-23999,2019-03-13 12:12:52,111230895.0
11553,82D86EBF7D3FC7DC54294B68AF33755E8ECE561578DE859911D94F50A73221AE,goodware,2853,False,2000-2999,2019-05-13 10:50:10,842198.0
25882,421D3A78C5C7E8B193A7F44F6E909DF709293219E5F55EF9E0337C01F377B539,malware,1395,True,1000-1999,2019-05-28 23:37:02,8699170.0
5619,48ADF658513F16EE7082B6FA682A8F47C605F08C8B4DB5E5B52DBFB68808E6BD,goodware,1716,False,1000-1999,2019-09-05 16:50:28,59655142.0
16826,CDD7773078559B71BE53A0A4E77BF156414CBE60B60FED4669552D18080E6DD1,goodware,40889,False,40000-40999,2019-12-09 13:04:58,46273477.0
12264,BB500A02EEF4772E23E999588CEE3F5A995A0B2AD20AFC5502DBD08B5B53DABB,goodware,10959,False,10000-10999,2019-10-16 11:54:34,20414911.0
16939,8A66F05EC0E1464DAD163A852327879C27C0DDBA73A8E2E164EFC56A87C37D1B,goodware,40975,False,40000-40999,2019-10-25 21:18:28,17990799.0
2095,86CF94132F330E0D961A45FD785CD0D1579A0566244F5BD0E203A6357569D581,goodware,980,False,0-999,2019-04-02 14:53:42,71631774.0
5679,1490808ADCD78923D36A70EEE0ACD0A1B0C874D8CDDA3F232A6CC7387A0FCFD2,goodware,1716,False,1000-1999,2019-08-20 18:19:06,47386578.0
23667,DDE7FD57DC461FFBDEA08C5ED69E8EE9C4B3423FEB266B1FDB2417EF54087466,malware,1385,True,1000-1999,2019-03-02 21:38:18,31014016.0
22928,7904E2EB700BA0F927DC258E4556CFB009A17542911D4A3C1009C9E77E77D4FA,malware,1385,True,1000-1999,2019-06-19 10:00:36,20043505.0
24800,AD2305627892DB98DC151934D17C2FA8404BDFA8DB0219374B63B8A0FF2499F0,malware,1385,True,1000-1999,2019-04-10 13:47:28,13044324.0
24502,BD19AFD69E33C81A540FF565F2DE9EF6465CEB58E5C414DAEE5D8DC69ABE5653,malware,1395,True,1000-1999,2019-03-25 15:02:16,12777353.0
20444,71D1A495CEA5D9752BAB074C85A085EF31EB246E489DA8794E07DAAA1528DBFB,malware,159,True,0-999,2019-09-29 13:43:28,45358864.0
15565,D4C6F71B48590717073D0D55212CAD1B009333497DBA9C145E0D272F15B66934,goodware,37775,False,37000-37999,2019-05-06 12:08:08,6625529.0
21062,F2A10D3D6F8395984A951B539202B3539F605F0B2852697CF880E45EF2472F11,malware,1028,True,1000-1999,2020-01-09 09:57:40,117407161.0
16483,385E689B46CDF795FE08E3184F4FAD1B41D3C0D3BD3CF1C625DF1B0D54A2D49B,goodware,40336,False,40000-40999,2019-09-04 00:19:40,12085919.0
22072,9B0601C1E805BA4ECC6F3D1894869FBF97C5C00E1368FEF04412D09388399967,malware,1385,True,1000-1999,2019-02-26 11:44:54,53512679.0
19249,DEF3EB1C4E667EB92B78DDEE57C99B17D71ADCC6BDC14AE52E44847F5557889D,malware,79,True,0-999,2019-02-27 10:45:52,14079434.0
5220,35D99F45DAABB74CD92507203574CD9F3DA6FE692C0161FA7F0B4F65C9908173,goodware,974,False,0-999,2019-01-06 09:29:10,309105.0
30795,641FD13EC98408F0D0C4A47A057E75DBEF48D539D11B04A3B11C63B02C87AA95,malware,24473,True,24000-24999,2019-05-31 03:53:30,9399761.0
4168,7254EEBF9055E23DE804023BA1545758A4A04F688FACA8FA2AB300EE4E2BC1FA,goodware,1385,False,1000-1999,2019-02-01 11:47:48,101729807.0
16920,759C85AF7E171324B73FFE39910C1D3AD392ECB6B68E3FA57FB1F7F682AFCAB1,goodware,40930,False,40000-40999,2019-07-18 15:10:38,17803625.0
14834,F4AC3B47CC522BA766A32F30F798E3CFEA4FE877B922F88AF3DA620FCE9460F2,goodware,31645,False,31000-31999,2020-03-05 12:25:56,58972057.0
17816,03200AC0F103A2CCB97F0BC24A57399E081023CA123249ABF43AFE83D8FD2031,malware,862,True,0-999,2019-02-26 16:12:26,20454593.0
26150,080F5128CF25DDCFF62DC64A761B615A6EB47FE82B510EDA5A8937F4748FB1D5,malware,1395,True,1000-1999,2019-05-13 12:52:44,32516971.0
6000,D5F2E31558129C4ABD80F07FEC1420FB431A60CF9EE1E1F497B8CEE7FA0A688A,goodware,1716,False,1000-1999,2019-10-24 21:48:02,11136727.0
1664,6D48EEE1C54740B23E79DCC348F49C72605C79533E40CF6AAC125986629314FD,goodware,912,False,0-999,2019-08-14 17:19:44,63463374.0
6614,BCCFF11AC0C9122B14179BEA28A3C95A958638B68FACA6047AEFCAF2F40A228F,goodware,1716,False,1000-1999,2019-08-29 17:04:00,229768499.0
13399,30CA68E7701AE74D90A5AEBC29655F28ACE294868A8C95883F5A0E95D5C54EE2,goodware,18882,False,18000-18999,2019-09-08 23:26:44,36515242.0
22933,79C894CAF4B62755FDFD8B5371E5E68377563D514A396E4EEBFBA276F0203F52,malware,1385,True,1000-1999,2019-01-10 23:34:48,63797293.0
11559,2C845EA1EBC4F4B9BFFD74C0195BF76A46E098E3B890DAEBDEE911ACA88E7A02,goodware,2843,False,2000-2999,2020-02-11 18:00:06,51551382.0
8611,26B85F105ADDE582BBA902574A0D7F054F619B67BC1EF70A4A3AC6D2237002B5,goodware,873,False,0-999,2019-08-12 14:08:12,55521122.0
22532,5000E064518A45F82BC0D16E3F80C079D83AB7461D5ABB8034523192620BF202,malware,1349,True,1000-1999,2019-02-18 14:18:02,48493300.0
10950,E2EED5C1E1F1EEB70AA13C3B8CCE8DFA54705EC67CD487A2E1D33E2EF073A6FC,goodware,2019,False,2000-2999,2019-09-06 08:53:58,1667441.0
28301,F20E3A74245C14F408CC447AED38F7E367BF9B837641BE5A8128077953504D12,malware,2893,True,2000-2999,2019-06-14 11:13:12,43212128.0
18592,0190A11FC251A3F638B52C546EC17B21A1DAA65C43A7DB09E6DC070D02A559A1,malware,610,True,0-999,2019-08-02 17:02:04,13089296.0
17239,CFEA06EA0B274E1BDEE343C54B7DDB5A681BB904263F358F213D7179988F1100,goodware,41325,False,41000-41999,2019-05-16 15:39:12,6877266.0
26282,3D141E51D5B59B61B8EE9F1A7170C9150C0322CB51EA00B0AA63F3C4A9D727A8,malware,1395,True,1000-1999,2019-06-16 17:05:04,54586432.0
12766,360AEF8220A8928B4592F60F1E502AF588FF8074F833706CBF5BF47D699FC45B,goodware,15081,False,15000-15999,2019-02-17 18:04:44,7939886.0
12730,FBEE87A632D6AF4C4EFE8AF25C27062A7ED9263308BA3884A6BC55E176C69EC4,goodware,15082,False,15000-15999,2019-01-29 17:29:58,8086405.0
20792,EE482613F5750630F53CEC5BFA0C77B948DC2273BBFBCB1C8CCE40918EB6D16E,malware,977,True,0-999,2019-01-15 16:12:16,54440222.0
28908,2B608D31DD2CAD51D5F013CACEED461C2722A8FB889C69214B4CA5E3A2CE3F95,malware,10959,True,10000-10999,2019-07-25 15:21:20,26398774.0
31165,1CD74F2DF6C3F208EA054E7BC86419EF9F44E270DD33ED7D4874DEDC05DB1E73,malware,27667,True,27000-27999,2019-07-18 18:26:10,42962451.0
9953,81B75FB1C6CFF9D1A27A2EE3EDD1694CD548F8E0C478D44D56515A82B92BE1D5,goodware,1813,False,1000-1999,2019-12-03 17:36:46,61678753.0
8804,7D9FF35F6B3B77FAC6FFC328B62FF43C69CC13B740BCECBA3DF512578E13E9DF,goodware,887,False,0-999,2019-09-10 15:08:28,17441169.0
10367,46732F468CDF1957FF384F0836CCFA17413F3B1C74A3CE90D1F208B029B99898,goodware,1813,False,1000-1999,2019-12-21 09:49:52,30115410.0
29175,F2011D088696FE0297C5DED4CFDACBDEB77149A65B37175254971F98A316C8C9,malware,15095,True,15000-15999,2019-02-09 10:19:04,14753053.0
30042,F406CB10C6D149023F0BDF1E4988A4C8E60AAD83EB7D3E48D4104AAE97C3A45B,malware,19553,True,19000-19999,2019-02-12 17:40:54,6368818.0
28761,DF6A47D368B6D01D90176DFC88C499608238D8E2CF97D80860E4D29CA5FC4951,malware,6883,True,6000-6999,2019-01-09 19:35:08,5710020.0
23367,E93001FD23474CDB3F99201D64CD3C09A0A840C43FA5715169FD8104D6187AE2,malware,1385,True,1000-1999,2019-06-06 15:30:32,27288142.0
25167,C35A625B89E29F1C58861642CE5CFFE884FCCDF5A93D4093C5080E9C9F3C30E6,malware,1385,True,1000-1999,2019-02-26 10:29:22,95665509.0
12505,5A4055760F1B6B6D2FEC07FEE46AF8CA24486EA91CBAA5047E596A156C8ACB1D,goodware,14244,False,14000-14999,2019-01-23 02:01:00,10157721.0
4725,A506FCA0A4352B89EE5CAD863FC675EE99A87FBF237CA02B8A88FB03DB69B6B7,goodware,1523,False,1000-1999,2019-04-08 16:00:46,85004901.0
12201,72AE474702BEDD023009F5CDF5321B3F504A4E9F55B6F50B81FBD48D9F123E28,goodware,8145,False,8000-8999,2019-07-09 13:11:08,2820215.0
24082,EED06C97BAD6DA1AD6FFA1F0EE76DFB8DEDFCD53D7C3DDA2300A1DCDFFA80888,malware,1385,True,1000-1999,2019-05-28 10:31:00,24275230.0
18371,0AFBE32B510D00FA6D508334794C87504FA7A0E508C4D89949EDD27D7DAF53B0,malware,818,True,0-999,2019-05-13 17:32:56,70129722.0
20305,65ED78EE241703A5D2D738081CD557718DB02CCB6D5BD1EAB434D811C441F698,malware,195,True,0-999,2019-10-17 11:23:44,25003086.0
20854,952C2E6E52BD256A8564684668A1EF37713BA5BBF36B6F6E1F23F090F45B5B48,malware,199,True,0-999,2019-07-23 15:58:52,15801672.0
22859,7B227A18C72C3967E4BAAD419405D78BD0C4BAF0BBE7A46886963A34B24701E3,malware,1385,True,1000-1999,2019-02-28 23:27:52,46274580.0
23496,E6D209E06BF24655172303E40B27311C7C0D118F9359DCF4BC3A31E45EB25DB8,malware,1395,True,1000-1999,2019-06-06 09:41:24,18732830.0
27959,C531F1CEAA2CA87B70E5C53484BE7B7691F3CB9E7ABB138DA213F8B8DC13FE63,malware,2600,True,2000-2999,2019-01-12 10:58:46,31802456.0
17304,02FD9F5DC62A07124E348775C173FEF868352F6F874E7BF6A23ACC1580190073,goodware,41425,False,41000-41999,2020-01-02 21:27:24,11700203.0
7910,60C3821637336DCD419AFF9C19247984FCB2D4482F137F78048F67966378F7B6,goodware,1753,False,1000-1999,2019-02-23 13:59:10,108157513.0
21266,8FE1F0B665F0F1C59257A2C76B43768FA58F8E691397F7B70D49F1065214E915,malware,1395,True,1000-1999,2019-04-03 14:10:34,31671672.0
3759,F1FC515272D3F7C4B935F580B7786F26716407E3D84556759CE793D44B5C1934,goodware,959,False,0-999,2019-03-24 17:34:46,391082.0
19092,02394EEDD9B04685242732F56FDEDFFE5B5892CA94BC11A30FEF2C19A78450EE,malware,402,True,0-999,2019-07-25 13:04:58,18668892.0
2763,B1B2F4633215F04529F4DF24BF4CC20D4963AAA5C3EAB426C027E41C538B8451,goodware,777,False,0-999,2019-06-03 14:00:40,51556508.0
25021,D41B6E52B6633C7C8DBB56354127E391D64159F22C48509170E36E82053CA055,malware,1385,True,1000-1999,2019-04-29 11:17:38,119417519.0
6307,CA78F957E0FFB1CD1B4EC6261D654E12409482FB88D7D85AEB3F3A97CBE92651,goodware,1716,False,1000-1999,2019-07-31 13:59:58,13222991.0
23260,E24B41D776E18A1134E8ECF0D182D4235778D922496EE28E8DB8A8E63FC64258,malware,1395,True,1000-1999,2019-04-05 13:13:52,10963856.0
9517,95AD286ECE37F228BAA2C53D7E788BD23FFF69374572338F2938833C756DBC2D,goodware,1813,False,1000-1999,2020-02-16 20:39:00,16543038.0
18783,0233A70640A761AB426BDE3B5C275A9E7918CEA83969283D905A39FE68AEE2D9,malware,378,True,0-999,2019-09-02 21:09:08,28475301.0
30087,88B6A5420559DB78C33D5D66142ADBC3F91AEE831DD1D9E314EFCEFB85563057,malware,19951,True,19000-19999,2019-02-22 00:23:46,6841837.0
30025,5B82906E50B36359EC4F987B9CD89C69107385D1B41D22A3BEF122CA6007B2F3,malware,19331,True,19000-19999,2019-03-14 15:50:06,42508930.0
12913,525C47FB4E3B6CFFA782EEAE07F5832F99FCBB5AAB8F8F438C4A290950C5264E,goodware,15082,False,15000-15999,2019-10-23 07:52:42,3690220.0
3648,EB89EB62F62EB01F1AE25D12A907AB979AF13E5DE30144C6BA46406582AAFA55,goodware,42,False,0-999,2020-01-19 15:48:12,60923664.0
30876,6616B9EAB1F0AA97AA2EF14715A1EDC4876C188ADBE4FD9E72C96AE422415BD6,malware,25172,True,25000-25999,2019-05-30 02:29:00,15585616.0
3582,E7E623CDA4AF8ABC233AE96AF6FE1055C27265071F2463BEBF66A9E87A41F277,goodware,44,False,0-999,2019-11-01 13:46:36,34974440.0
13587,23AFE3A5380C16F010F19EB561F3348AD6C2126009441A5B533293F3891EF3B8,goodware,21528,False,21000-21999,2019-02-13 10:00:42,40877509.0
2863,B8295D017FB12AEC451FA2EDC25E333B6550EDFC59BA57315A9B28E255057252,goodware,82,False,0-999,2019-07-17 20:46:00,34562828.0
3872,F98AAC4EEB9E4A74B381248102A58561B09488CE1FA515535E29A8AA333260DA,goodware,968,False,0-999,2019-03-15 15:21:02,17723506.0
21924,9546DD026336027BF8CF868316F8063497D2AFE0D165CF115718CAD8F9E684C0,malware,1385,True,1000-1999,2019-01-11 19:31:18,23694100.0
18067,450621828A8CA842F8793A5900930ED4F7235E77F2021F814549B8DE8D57A73C,malware,79,True,0-999,2019-04-19 14:23:16,25345992.0
14457,082E31A2AD93357C13DE52AF975152AB5CECA80E8E298A87FF6DA6BAABB1B5ED,goodware,26937,False,26000-26999,2019-08-23 16:15:04,24683128.0
29266,05BB20468BF8308FB1370DCFBD82F83DECE701149D633642668C7B795EA5B767,malware,15095,True,15000-15999,2019-01-04 13:34:10,33933980.0
24958,CB82BC2155E6C95953806DAF2A4AFFF7F46D16DC9F27FDC4861B44AF2B3F741A,malware,1385,True,1000-1999,2019-06-11 16:04:00,60216010.0
7218,036C10D676781D6DC2F869E000365D12C7DE020991ED2A5F89358CC2B4A2EB8F,goodware,1716,False,1000-1999,2019-07-19 16:53:52,8824452.0
25571,3E40D9F909845E905AAB3C749B0DBC43F16F5F6F1EE4D4D70D66AA886725DE8F,malware,1385,True,1000-1999,2019-06-05 14:56:18,17567068.0
3820,F61B455029784A13B24A9527803F1AE77557A126E3EC98C9C9E81E46326C17F5,goodware,275,False,0-999,2019-04-24 23:37:46,188899020.0
32315,067E079E30A81A88F0A745D2BB9E2770F1FFC667878129B49984B6A5FD5D07CE,malware,41355,True,41000-41999,2019-04-18 14:45:38,29923858.0
30264,386B246E75E4C107FB6CB46081A375F72E38D04CC1A752DAD7F6036D5AC4DEEE,malware,22420,True,22000-22999,2019-03-07 12:43:12,22981767.0
13175,60D26129DB76FF352B8DBAE75F955963C2F05BBD2BD06755D23DD5D20C1C0B1C,goodware,15080,False,15000-15999,2019-01-07 16:27:40,11222786.0
16436,90AF4100B6BE30B27E8EC096D46B056B75E8FF4FDEA5830CFB70143B3C4D6726,goodware,40197,False,40000-40999,2019-04-06 17:27:02,7723843.0
17831,0355F4ED45A7BAE26A7F0AB909409AFA5ECD1E7BCC7DC6053ACA46A8424DFD1F,malware,197,True,0-999,2020-04-08 19:10:34,41585440.0
14056,3FF8ADB49AF9EAD649C19A56EECD17F333224BFB13B73C16D83D1C1C8EC03970,goodware,23962,False,23000-23999,2019-01-31 10:14:00,28066030.0
18197,00E7E0E8B097534C000448F195EC49311B789C1CBDF259BF1A9F6F8EA9DF217B,malware,620,True,0-999,2019-11-18 17:36:56,45855202.0
1415,5C84261454652700A733CC80352EE4C77F6ACD891A1D78587937A1797F483E1A,goodware,158,False,0-999,2019-09-27 03:38:26,3966036.0
16711,0A4AE3C82DA63B163CC392A3C5D9BE344A53AC2AEFC196D68D89ECE40C3EC105,goodware,40717,False,40000-40999,2019-01-16 11:14:38,408893037.0
27552,7B9313F6F4F132DBA78115F7ACC68792F217BD72F3CE6666275F758CC82E6F5F,malware,1813,True,1000-1999,2020-02-11 15:27:28,8533714.0
4103,01B1336D946856A66F2A2551C2C3F367A2AF40CBF28ECB8A95892600870CF4BD,goodware,1308,False,1000-1999,2019-03-12 13:10:40,1126308.0
32034,1DC74168327E76E2DEABDA37046B0FEE68BE1234FF918D3566F8F3EB6AA1DFC1,malware,39657,True,39000-39999,2019-01-16 22:14:30,17271251.0
14118,97F318129A1AA76C653BF2C081926F5BF13FF9C112A70D640EE3689BACE5956F,goodware,23991,False,23000-23999,2019-09-18 16:27:24,32456823.0
18434,7616F7687C59134B5AD8FFED6B3AFE0552B2F8E99A37696DAD582AB1FC5D6293,malware,79,True,0-999,2019-06-13 16:27:10,7130366.0
4409,C0C3A1CF5963DA7A90D78E1FF560F09D7054E010E385E8EA6BD9835CBECCC151,goodware,1194,False,1000-1999,2019-03-05 20:58:56,36860202.0
12840,E09FEF0710B9ED0BD483810E19F8EE6F7373FB00D3B8F1EEDAD0D1A2578DF846,goodware,15090,False,15000-15999,2019-11-07 16:15:50,5049978.0
14113,4209E0592965BF2F5087027F589761B611C79798B16F19C4D4B2F1A8AA59F9E5,goodware,23950,False,23000-23999,2019-08-16 15:40:10,60767601.0
8457,A908227589A362B30F275C92265F86F950746B9FFBFA018B6C95C46AA3367FFE,goodware,885,False,0-999,2019-01-18 01:40:54,105949220.0
26257,3CFD5F09E7BA30E5EA1D576C47CEDD8095F7D346C031F697697C9D872C828F6B,malware,1385,True,1000-1999,2019-05-07 16:02:16,12049387.0
7207,188776E2B480E84CB0B8086E90639A4E282DB6350492769BB458558A020CC1B9,goodware,1716,False,1000-1999,2019-07-11 17:00:38,10045925.0
6958,C102EE28F993643659EDCBFC8982A47C393ADDD446EC8EC6B1AD387270F215E4,goodware,1716,False,1000-1999,2019-10-15 22:53:52,36827183.0
12485,C94043BCB1CF33199D7A2BE6514D62E44769092DD0726A3E94B77C4A9A87A076,goodware,13573,False,13000-13999,2020-01-31 19:42:32,26913712.0
10856,85FA41DB8E6CF4F0D0E9A357446AF704EBF3C5D6ABCB6DD95886C3D1CF0EC913,goodware,1941,False,1000-1999,2019-04-04 17:52:00,92736315.0
31326,A921C1B4DB90492FF61E02F5836C2831B9EEEB1F7B1181894749B29BD865DBA6,malware,30323,True,30000-30999,2019-01-11 17:45:30,30777359.0
25284,C78BBC4EAD570D865D57C97DC94CAEEB713E3FBAC641F53CBFDE877F6FC1EAED,malware,1385,True,1000-1999,2019-07-01 12:47:16,37343481.0
24164,EBBD67014F9D3736B76750016E17A1604AC9DF35ABEA75E03664BF134DEFCC9D,malware,1395,True,1000-1999,2019-06-14 11:39:52,53785128.0
9900,37C36BBCD0CAB27A95B2D5DCE7264ACF77B37939F7A269CD134781FE02DF3DC1,goodware,1813,False,1000-1999,2019-12-13 16:23:08,17922577.0
